ORBIT NUMBER  PERIGEE TIME             PERIGEE R_GSM     PERIGEE X_GSM        PERIGEE Y_GSM        PERIGEE Z_GSM        APOGEE TIME              APOGEE R_GSM      APOGEE X_GSM         APOGEE Y_GSM         APOGEE Z_GSM         
601           2017-08-08T03:11:53.028  7574.18701171875  6570.2431640625      -3357.53564453125    -1710.89306640625    2017-08-09T12:46:23.028  160151.609375     -137200.390625       74277.1796875        36159.2109375        
602           2017-08-10T22:22:53.028  7705.03759765625  6572.40380859375     -3605.30517578125    -1781.2608642578125  2017-08-12T07:56:53.028  160061.1875       -133489.125          80503.015625         36324.88671875       
603           2017-08-13T17:31:53.028  7713.05517578125  6319.00927734375     -4064.700927734375   -1743.4298095703125  2017-08-15T03:08:23.004  160122.90625      -129669.8515625      86556.2109375        36511.5703125        
604           2017-08-16T12:44:23.254  7666.98486328125  6108.095703125       -4290.3017578125     -1751.3204345703125  2017-08-17T22:21:53.254  160186.53125      -125680.140625       92279.9375           36723.7890625        
605           2017-08-19T07:59:23.254  7665.826171875    5841.87353515625     -4651.8271484375     -1731.446533203125   2017-08-20T17:35:53.254  160137.34375      -121384.890625       97704.6171875        36925.34765625       
606           2017-08-22T03:13:53.229  7746.52001953125  5689.06396484375     -4953.55615234375    -1762.2154541015625  2017-08-23T12:48:53.229  159997.234375     -116708.7734375      102967.390625        37093.02734375       
607           2017-08-24T22:25:23.229  7852.52197265625  5678.01318359375     -5097.47021484375    -1854.20166015625    2017-08-26T07:58:53.229  159895.09375      -111683.3671875      108200.265625        37228.59765625       
608           2017-08-27T17:33:53.229  7887.650390625    5392.45263671875     -5452.876953125      -1844.619384765625   2017-08-29T03:09:23.205  159947.015625     -106507.203125       113319.4375          37389.37890625       
609           2017-08-30T12:44:53.204  7806.88037109375  5137.31591796875     -5578.345703125      -1854.0286865234375  2017-08-31T22:23:53.204  160109.609375     -101382.5234375      118077.5             37608.12890625       
610           2017-09-02T08:02:53.204  7746.41650390625  4762.37255859375     -5831.111328125      -1823.433837890625   2017-09-03T17:39:53.204  160041.0625       -96056.0546875       122292.2421875       37828.34375          
611           2017-09-05T03:18:53.180  7896.63818359375  4563.48828125        -6168.85986328125    -1864.5750732421875  2017-09-06T12:52:23.180  159808.828125     -90162.609375        126357.640625        37990.94140625       
612           2017-09-07T22:27:23.180  8011.1005859375   4376.52734375        -6431.6953125        -1912.3363037109375  2017-09-09T08:01:23.180  159759.140625     -84003.234375        130433.765625        38124.44921875       
613           2017-09-10T17:35:53.180  7998.47412109375  4031.7626953125      -6639.57568359375    -1906.9654541015625  2017-09-12T03:11:53.155  159836.0          -77843.828125        134246.515625        38285.20703125       
614           2017-09-13T12:47:53.155  7955.35009765625  3670.21826171875     -6798.49853515625    -1896.711669921875   2017-09-14T22:24:23.155  159876.4375       -71642.4453125       137653.265625        38463.1640625        
615           2017-09-16T08:01:53.155  7971.6181640625   3380.968505859375    -6960.41796875       -1915.29052734375    2017-09-17T17:37:23.155  159804.203125     -65258.6640625       140665.59375         38624.8671875        
616           2017-09-19T03:14:23.155  8059.76953125     3082.986328125       -7188.79931640625    -1943.2568359375     2017-09-20T12:48:23.155  159668.203125     -58566.80078125      143395.4375          38750.6328125        
617           2017-09-21T22:23:23.155  8151.10986328125  2708.746337890625    -7434.87353515625    -1955.9996337890625  2017-09-23T07:57:23.155  159601.796875     -51607.45703125      145942.125           38862.52734375       
618           2017-09-24T17:30:53.155  8150.08349609375  2396.9072265625      -7535.63037109375    -1973.0638427734375  2017-09-26T03:06:53.155  159706.625        -44593.8671875       148311.09375         39005.25             
619           2017-09-27T12:41:53.155  8036.5419921875   2007.98291015625     -7532.7421875        -1952.384521484375   2017-09-28T22:20:53.155  159866.6875       -37814.70703125      150302.140625        39200.3984375        
620           2017-09-30T07:59:53.155  8000.48046875     1770.5567626953125   -7546.28759765625    -1981.50244140625    2017-10-01T17:34:53.155  159747.640625     -31116.841796875     151650.15625         39411.68359375       
621           2017-10-03T03:24:53.155  8822.564453125    1580.2344970703125   -8396.91796875       -2198.243896484375   2017-10-04T13:09:23.155  159553.90625      -23741.568359375     152747.078125        39523.6328125        
622           2017-10-05T22:55:23.155  8886.8564453125   1059.61279296875     -8546.603515625      -2192.941650390625   2017-10-07T08:41:23.155  159576.046875     -16200.5810546875    153726.265625        39626.88671875       
623           2017-10-08T18:28:23.155  8846.8564453125   765.1102905273438    -8530.8759765625     -2214.86376953125    2017-10-10T04:15:53.155  159634.046875     -8792.201171875      154360.484375        39731.1875           
624           2017-10-11T14:02:53.155  8778.7939453125   165.30563354492188   -8506.4423828125     -2163.40625          2017-10-12T23:50:53.155  159678.359375     -1560.4830322265625  154610.75            39878.00390625       
625           2017-10-14T09:38:53.155  8786.560546875    -182.25160217285156  -8508.5322265625     -2185.24853515625    2017-10-15T19:27:23.155  159699.921875     5785.87646484375     154500.03125         40004.1328125        
626           2017-10-17T05:15:23.155  8795.4853515625   -411.388427734375    -8497.720703125      -2231.605224609375   2017-10-18T15:00:23.155  159603.8125       13260.783203125      153915.78125         40093.12109375       
627           2017-10-20T00:46:53.155  8835.83203125     -945.2268676757812   -8499.46875          -2222.052490234375   2017-10-21T10:32:23.155  159615.6875       20851.404296875      153059.984375        40187.34765625       
628           2017-10-22T20:17:53.154  8761.60546875     -1458.3885498046875  -8358.603515625      -2184.625732421875   2017-10-24T06:06:53.154  159806.03125      28291.912109375      152023.28125         40329.3125           
629           2017-10-25T15:54:53.404  8595.544921875    -1634.140380859375   -8149.34619140625    -2191.14794921875    2017-10-27T01:44:53.404  159955.734375     35320.34375          150656.640625        40507.8671875        
630           2017-10-28T11:36:23.404  8584.361328125    -2039.4588623046875  -8045.4453125        -2191.5009765625     2017-10-29T21:22:53.404  159818.203125     42256.3984375        148669.78125         40663.81640625       
631           2017-10-31T07:10:53.404  8693.638671875    -2454.984375         -8037.1337890625     -2226.402099609375   2017-11-01T16:55:53.404  159716.96875      49505.57421875       146274.34375         40774.04296875       
632           2017-11-03T02:41:23.404  8676.822265625    -2878.80419921875    -7878.8310546875     -2218.95068359375    2017-11-04T12:28:53.404  159825.65625      56702.96875          143722.578125        40900.29296875       
633           2017-11-05T22:14:53.404  8556.609375       -3266.25048828125    -7601.57470703125    -2182.48291015625    2017-11-07T08:04:23.404  159984.515625     63568.4921875        140954.578125        41059.70703125       
634           2017-11-08T17:52:23.404  8473.0693359375   -3565.666748046875   -7372.45654296875    -2173.892333984375   2017-11-10T03:40:53.404  160021.640625     70157.2734375        137794.625           41201.05078125       
635           2017-11-11T13:29:53.404  8470.494140625    -3872.548095703125   -7208.29638671875    -2189.31689453125    2017-11-12T23:16:53.404  159968.84375      76618.96875          134206.8125          41329.1328125        
636           2017-11-14T09:04:23.404  8502.244140625    -4266.2158203125     -7018.94091796875    -2195.91064453125    2017-11-15T18:49:53.404  159929.015625     83090.546875         130217.4453125       41432.66796875       
637           2017-11-17T04:36:23.404  8481.001953125    -4589.41650390625    -6785.25390625       -2196.585693359375   2017-11-18T14:23:23.404  160025.84375      89481.015625         125993.21875         41558.6640625        
638           2017-11-20T00:09:23.404  8338.8212890625   -4866.24267578125    -6418.77294921875    -2157.54248046875    2017-11-21T10:00:23.404  160271.40625      95558.8203125        121711.0             41735.73046875       
639           2017-11-22T19:49:23.404  8163.63818359375  -5023.35595703125    -6072.77197265625    -2128.923583984375   2017-11-24T05:39:53.404  160364.15625      101093.8671875       117211.9296875       41929.1484375        
640           2017-11-25T15:30:53.404  8187.74755859375  -5207.31298828125    -5933.5966796875     -2171.526611328125   2017-11-27T01:17:23.404  160228.390625     106428.2734375       112137.4609375       42087.3125           
641           2017-11-28T11:04:23.404  8247.486328125    -5700.7802734375     -5558.6005859375     -2150.371826171875   2017-11-29T20:50:53.404  160207.203125     111819.5390625       106678.2109375       42219.59765625       
642           2017-12-01T06:36:53.404  8177.083984375    -5807.23583984375    -5333.70361328125    -2166.177001953125   2017-12-02T16:25:23.404  160362.46875      117006.890625        101141.9609375       42377.015625         
643           2017-12-04T02:12:53.404  8038.30908203125  -5954.2744140625     -4959.56201171875    -2136.2978515625     2017-12-05T12:02:53.404  160518.390625     121757.3828125       95550.3359375        42560.82421875       
644           2017-12-06T21:51:53.101  7958.4189453125   -6210.44873046875    -4513.35693359375    -2096.7529296875     2017-12-08T07:40:53.101  160537.90625      126096.046875        89701.90625          42729.08203125       
645           2017-12-09T17:30:23.101  7965.6494140625   -6305.9765625        -4370.14306640625    -2141.979736328125   2017-12-11T03:17:23.101  160479.28125      130170.296875        83496.296875         42867.9453125        
646           2017-12-12T13:05:23.100  7987.00146484375  -6527.01708984375    -4068.40234375       -2153.681640625      2017-12-13T22:51:53.100  160471.984375     134075.0             76982.25             42998.62109375       
647           2017-12-15T08:38:23.100  7933.62646484375  -6732.57275390625    -3619.525634765625   -2124.599365234375   2017-12-16T18:27:23.100  160617.21875      137782.734375        70364.25             43158.828125         
648           2017-12-18T04:14:23.100  7769.421875       -6748.771484375      -3232.54248046875    -2090.13720703125    2017-12-19T14:06:53.100  160848.6875       141105.890625        63885.56640625       43359.64453125       
649           2017-12-20T23:57:23.100  7650.31494140625  -6797.86767578125    -2839.711669921875   -2062.123291015625   2017-12-22T09:46:53.100  160835.828125     143831.359375        57307.1015625        43549.94140625       
650           2017-12-23T19:37:53.100  7724.146484375    -6933.52001953125    -2668.252685546875   -2114.03955078125    2017-12-25T05:24:23.100  160698.5          146236.765625        50282.05078125       43709.625            
651           2017-12-26T15:11:53.100  7764.2763671875   -7102.29296875       -2307.134521484375   -2125.688720703125   2017-12-28T00:59:23.100  160714.3125       148506.09375         43026.796875         43860.25             
652           2017-12-29T10:45:53.100  7688.8759765625   -7166.1865234375     -1838.2203369140625  -2094.1669921875     2017-12-30T20:35:23.100  160860.4375       150511.046875        35826.69140625       44033.52734375       
653           2018-01-01T06:23:53.100  7580.658203125    -7158.046875         -1406.940185546875   -2061.3740234375     2018-01-02T16:14:23.100  160965.0          152076.40625         28758.830078125      44220.203125         
654           2018-01-04T02:04:23.100  7549.59033203125  -7184.98828125       -1060.3193359375     -2061.065185546875   2018-01-05T11:53:23.350  160923.96875      153166.3125          21610.376953125      44380.078125         
655           2018-01-06T21:42:53.350  7600.12451171875  -7265.328125         -777.3031005859375   -2091.1005859375     2018-01-08T07:29:53.350  160830.375        153892.234375        14225.294921875      44511.0078125        
656           2018-01-09T17:17:53.350  7641.37353515625  -7330.4521484375     -444.291748046875    -2111.318603515625   2018-01-11T03:04:53.350  160826.875        154361.21875         6682.37451171875     44645.72265625       
657           2018-01-12T12:51:53.350  7589.45751953125  -7294.9384765625     -22.823640823364258  -2093.614501953125   2018-01-13T22:42:23.350  160980.90625      154615.703125        -763.0576782226562   44813.48046875       
658           2018-01-15T08:30:23.350  7449.2255859375   -7150.78173828125    344.2440490722656    -2058.82958984375    2018-01-16T18:22:53.350  161131.625        154519.71875         -7885.46533203125    44998.5546875        
659           2018-01-18T04:14:53.350  7431.67333984375  -7115.58251953125    477.67236328125      -2090.472900390625   2018-01-19T14:02:53.350  160999.84375      153810.09375         -14969.01953125      45158.97265625       
660           2018-01-20T23:52:53.350  7558.123046875    -7194.19580078125    937.2135009765625    -2119.056396484375   2018-01-22T09:38:53.350  160854.609375     152718.453125        -22358.66796875      45291.984375         
661           2018-01-23T19:26:53.180  7602.47412109375  -7205.11083984375    1101.8994140625      -2160.97412109375    2018-01-25T05:14:23.180  160876.890625     151431.625           -29760.912109375     45432.6171875        
662           2018-01-26T15:01:53.180  7549.875          -7077.5537109375     1524.4425048828125   -2141.2451171875     2018-01-28T00:50:53.180  160981.859375     149903.984375        -36956.09765625      45587.32421875       
663           2018-01-29T10:40:23.180  7496.5            -6901.87890625       2027.2689208984375   -2109.919921875      2018-01-30T20:29:53.180  161013.0625       148016.84375         -43864.921875        45739.34765625       
664           2018-02-01T06:20:53.180  7528.6455078125   -6882.17236328125    2166.38671875        -2150.1103515625     2018-02-02T16:08:53.180  160903.984375     145672.734375        -50658.08984375      45861.81640625       
665           2018-02-04T01:57:53.180  7630.20068359375  -6808.91162109375    2676.51611328125     -2166.78271484375    2018-02-05T11:43:53.180  160773.828125     142909.671875        -57556.5546875       45959.65234375       
666           2018-02-06T21:31:53.180  7694.40380859375  -6772.92041015625    2910.62841796875     -2204.458984375      2018-02-08T07:18:53.180  160771.0          139902.03125         -64436.0859375       46073.0546875        
667           2018-02-09T17:05:53.180  7646.5390625      -6583.744140625      3209.07666015625     -2196.74951171875    2018-02-11T02:56:23.180  160920.640625     136781.0625          -71068.375           46213.4375           
668           2018-02-12T12:45:53.180  7548.57373046875  -6373.71728515625    3405.068359375       -2182.246337890625   2018-02-13T22:35:53.180  160963.75         133406.609375        -77225.9140625       46348.25             
669           2018-02-15T08:28:23.180  7632.79052734375  -6238.43359375       3804.732666015625    -2205.775634765625   2018-02-16T18:14:23.180  160749.578125     129456.7265625       -83204.234375        46459.0              
670           2018-02-18T04:03:23.180  7786.400390625    -6100.853515625      4286.09619140625     -2244.324951171875   2018-02-19T13:49:23.180  160617.71875      125129.2421875       -89291.109375        46559.88671875       
671           2018-02-20T23:36:23.081  7824.88720703125  -6044.5234375        4415.24755859375     -2279.953125         2018-02-22T09:23:23.081  160649.1875       120651.09375         -95254.2109375       46670.21484375       
672           2018-02-23T19:11:23.081  7788.423828125    -5774.21923828125    4707.419921875       -2271.15380859375    2018-02-25T04:59:53.081  160717.328125     116055.234375        -100856.4140625      46789.1640625        
673           2018-02-26T14:49:23.081  7777.6298828125   -5466.7265625        5047.54638671875     -2264.663330078125   2018-02-28T00:37:53.081  160689.5625       111223.4609375       -106073.078125       46893.28125          
674           2018-03-01T10:27:53.081  7854.8876953125   -5298.97314453125    5324.49560546875     -2295.623291015625   2018-03-02T20:14:23.081  160541.625        106003.3203125       -111044.9609375      46967.2734375        
675           2018-03-04T06:02:53.081  7977.91064453125  -5087.42236328125    5685.2333984375      -2333.088623046875   2018-03-05T15:48:23.081  160411.5          100410.1328125       -115919.6015625      47035.0546875        
676           2018-03-07T01:34:53.080  8033.748046875    -4843.54638671875    5961.4521484375      -2354.199462890625   2018-03-08T11:21:53.080  160442.75         94644.921875         -120679.5625         47123.828125         
677           2018-03-09T21:08:23.080  7964.099609375    -4459.98388671875    6171.71875           -2333.521484375      2018-03-11T06:58:53.080  160594.6875       88956.0625           -125087.1953125      47229.8984375        
678           2018-03-12T16:48:53.080  7900.4365234375   -4233.388671875      6250.57861328125     -2329.2900390625     2018-03-14T02:37:23.080  160547.234375     83159.59375          -128921.3359375      47320.01171875       
679           2018-03-15T12:28:23.330  8041.07861328125  -4023.221435546875   6543.7783203125      -2377.309814453125   2018-03-16T22:13:23.330  160319.4375       76859.3671875        -132471.859375       47393.6953125        
680           2018-03-18T08:00:53.330  8171.39208984375  -3846.906005859375   6789.01318359375     -2425.33740234375    2018-03-19T17:45:53.330  160243.609375     70254.9765625        -135973.0625         47471.875            
681           2018-03-21T03:32:23.330  8171.05908203125  -3435.868896484375   7005.99169921875     -2424.271484375      2018-03-22T13:19:53.330  160312.0625       63677.5234375        -139221.5625         47565.62890625       
682           2018-03-23T23:07:23.330  8122.11572265625  -3161.98388671875    7079.52880859375     -2418.864013671875   2018-03-25T08:55:23.330  160370.578125     57123.93359375       -142071.9375         47656.52734375       
683           2018-03-26T18:44:23.330  8122.80908203125  -2689.031005859375   7274.23681640625     -2415.4970703125     2018-03-28T04:31:53.330  160317.4375       50481.87109375       -144483.625          47725.703125         
684           2018-03-29T14:20:53.330  8204.9345703125   -2425.093994140625   7446.5712890625      -2447.12841796875    2018-03-31T00:06:23.330  160179.28125      43575.765625         -146547.234375       47775.13671875       
685           2018-04-01T09:53:53.330  8302.7392578125   -2132.77734375       7630.66943359375     -2481.859130859375   2018-04-02T19:38:53.330  160101.65625      36414.2734375        -148387.140625       47830.9140625        
686           2018-04-04T05:24:23.330  8304.53125        -1633.804931640625   7755.5830078125      -2479.285888671875   2018-04-05T15:11:53.330  160207.5625       29232.185546875      -150054.609375       47911.95703125       
687           2018-04-07T00:58:23.330  8184.66748046875  -1182.2547607421875  7721.25244140625     -2444.03515625       2018-04-08T10:48:53.330  160367.984375     22344.8671875        -151376.140625       47998.546875         
688           2018-04-09T20:38:53.330  8144.91259765625  -822.3336791992188   7728.06103515625     -2437.30224609375    2018-04-11T06:25:53.330  160268.671875     15474.6630859375     -152106.390625       48064.84375          
689           2018-04-12T16:15:23.330  8282.240234375    -504.2663269042969   7884.62841796875     -2484.72509765625    2018-04-14T02:00:23.330  160091.859375     8250.0751953125      -152463.296875       48127.78125          
690           2018-04-15T11:46:23.330  8345.1376953125   -294.6791687011719   7952.31884765625     -2512.989501953125   2018-04-16T21:32:23.330  160103.9375       878.5894775390625    -152671.8125         48206.00390625       
691           2018-04-18T07:17:53.130  8282.73046875     231.09214782714844   7895.51708984375     -2492.194580078125   2018-04-19T17:05:53.130  160226.796875     -6312.04833984375    -152644.5625         48295.15625          
692           2018-04-21T02:53:23.130  8202.2158203125   555.2090454101562    7800.763671875       -2473.093505859375   2018-04-22T12:41:53.130  160293.453125     -13281.4833984375    -152241.859375       48373.65625          
693           2018-04-23T22:30:23.130  8193.498046875    922.5615234375       7756.4638671875      -2473.773681640625   2018-04-25T08:17:23.130  160242.15625      -20219.212890625     -151404.828125       48428.4296875        
694           2018-04-26T18:05:53.130  8252.2734375      1112.1622314453125   7785.47412109375     -2499.90087890625    2018-04-28T03:50:53.130  160146.1875       -27264.8125          -150179.046875       48473.5546875        
695           2018-04-29T13:37:23.130  8293.9443359375   1698.1170654296875   7720.77734375        -2509.08642578125    2018-04-30T23:23:23.130  160151.625        -34396.75            -148693.1875         48535.9765625        
696           2018-05-02T09:08:23.130  8220.609375       2029.6361083984375   7566.8486328125      -2490.341064453125   2018-05-03T18:57:23.130  160338.65625      -41382.86328125      -147078.5            48619.51171875       
697           2018-05-05T04:44:53.130  8057.013671875    2120.956298828125    7376.75927734375     -2449.580810546875   2018-05-06T14:34:53.129  160484.984375     -47920.18359375      -145216.828125       48694.55078125       
698           2018-05-08T00:25:23.129  8043.5361328125   2587.50146484375     7212.6611328125      -2445.572998046875   2018-05-09T10:11:53.129  160364.03125      -54310.09375         -142793.9375         48753.70703125       
699           2018-05-10T19:59:53.129  8145.02490234375  3055.3193359375      7132.07275390625     -2477.8994140625     2018-05-12T05:45:23.129  160264.3125       -60900.95703125      -139972.6875         48819.73828125       
700           2018-05-13T15:30:53.129  8135.55224609375  3306.945556640625    7007.474609375       -2479.23828125       2018-05-15T01:17:53.129  160354.78125      -67463.359375        -137006.5            48903.65234375       
701           2018-05-16T11:03:53.129  8018.615234375    3637.101806640625    6714.9765625         -2445.14990234375    2018-05-17T20:52:53.129  160527.21875      -73724.2109375       -133915.8125         48992.640625         
702           2018-05-19T06:41:23.129  7912.7568359375   3659.113037109375    6585.705078125       -2418.904296875      2018-05-20T16:29:53.129  160588.96875      -79623.828125        -130544.890625       49060.08203125       
703           2018-05-22T02:18:53.129  7901.48388671875  3990.791748046875    6376.7265625         -2417.51806640625    2018-05-23T12:05:53.129  160538.390625     -85363.421875        -126784.03125        49106.7265625        
704           2018-05-24T21:53:53.379  7938.5869140625   4292.88525390625     6219.4951171875      -2431.08642578125    2018-05-26T07:39:53.379  160484.828125     -91065.359375        -122663.2421875      49154.96484375       
705           2018-05-27T17:25:53.379  7929.52587890625  4621.75927734375     5967.33984375        -2430.55126953125    2018-05-29T03:12:53.379  160563.078125     -96728.2265625       -118326.4296875      49224.06640625       
706           2018-05-30T12:58:23.228  7801.28857421875  4912.85205078125     5567.48974609375     -2393.126953125      2018-05-31T22:48:53.228  160791.140625     -102117.0390625      -113996.46875        49302.2265625        
707           2018-06-02T08:37:53.228  7640.36962890625  4893.21044921875     5378.35546875        -2346.282470703125   2018-06-03T18:27:53.228  160876.609375     -106972.3828125      -109552.703125       49359.87109375       
708           2018-06-05T04:18:23.228  7669.94287109375  5241.904296875       5078.04248046875     -2358.801513671875   2018-06-06T14:04:53.228  160742.828125     -111602.5546875      -104603.21875        49409.46875          
709           2018-06-07T23:52:23.228  7738.83740234375  5574.97900390625     4809.1416015625      -2383.56201171875    2018-06-09T09:38:53.228  160704.625        -116254.0625         -99313.9453125       49474.38671875       
710           2018-06-10T19:24:53.228  7687.6201171875   5646.3408203125      4648.82177734375     -2367.864990234375   2018-06-12T05:12:53.228  160832.546875     -120759.1484375      -93961.0703125       49554.5703125        
711           2018-06-13T15:00:23.228  7564.0380859375   5688.9970703125      4407.08544921875     -2329.717529296875   2018-06-15T00:49:53.228  160983.765625     -124892.9453125      -88627.03125         49626.33203125       
712           2018-06-16T10:38:53.228  7484.77001953125  5910.38720703125     3968.49609375        -2310.87255859375    2018-06-17T20:27:53.228  161009.125        -128629.921875       -83133.78125         49669.453125         
713           2018-06-19T06:17:23.228  7497.9638671875   6038.58154296875     3794.740966796875    -2314.073486328125   2018-06-20T16:04:23.228  160938.359375     -132104.703125       -77328.28125         49697.5078125        
714           2018-06-22T01:52:23.228  7536.025390625    6280.6640625         3451.84521484375     -2330.171630859375   2018-06-23T11:38:53.228  160906.671875     -135434.71875        -71235.8984375       49737.7265625        
715           2018-06-24T21:25:23.228  7503.27392578125  6388.74365234375     3177.360595703125    -2321.088623046875   2018-06-26T07:13:23.228  161025.5625       -138631.6875         -65044.31640625      49796.81640625       
716           2018-06-27T17:00:23.228  7360.80029296875  6448.66796875        2717.62548828125     -2282.6689453125     2018-06-29T02:51:53.228  161233.0          -141515.46875        -59033.2265625       49845.0859375        
717           2018-06-30T12:42:23.228  7258.9228515625   6439.15966796875     2483.242431640625    -2250.041259765625   2018-07-01T22:31:23.228  161216.015625     -143861.078125       -52990.6328125       49865.65234375       
718           2018-07-03T08:22:23.227  7343.0166015625   6596.19677734375     2288.48046875        -2274.408935546875   2018-07-04T18:08:53.227  161068.953125     -145900.484375       -46551.66796875      49891.87890625       
719           2018-07-06T03:56:23.227  7400.15087890625  6746.74169921875     1995.2412109375      -2294.062744140625   2018-07-07T13:43:23.227  161060.65625      -147840.078125       -39874.90625         49938.32421875       
720           2018-07-08T23:29:53.227  7345.27294921875  6803.47900390625     1564.001953125       -2284.6455078125     2018-07-10T09:18:53.227  161183.875        -149583.375          -33254.5             49991.94140625       
721           2018-07-11T19:07:23.227  7248.13037109375  6738.7470703125      1445.2138671875      -2244.1103515625     2018-07-13T04:56:53.227  161288.1875       -150978.75           -26774.84375         50023.9765625        
722           2018-07-14T14:47:23.227  7218.3583984375   6763.6845703125      1170.0438232421875   -2233.4423828125     2018-07-16T00:35:53.227  161250.6875       -151948.6875         -20276.04296875      50022.5703125        
723           2018-07-17T10:25:23.227  7276.9501953125   6886.83251953125     612.1004028320312    -2269.555419921875   2018-07-18T20:12:23.227  161142.359375     -152583.171875       -13544.5732421875    50017.78125          
724           2018-07-20T06:00:23.227  7334.0205078125   6958.5009765625      397.1939392089844    -2282.402099609375   2018-07-21T15:46:53.227  161115.859375     -153006.171875       -6624.349609375      50035.4375           
725           2018-07-23T01:33:53.227  7299.423828125    6935.82568359375     63.20026779174805    -2274.185791015625   2018-07-24T11:22:53.227  161246.96875      -153278.890625       240.04156494140625   50060.99609375       
726           2018-07-25T21:11:23.021  7176.98974609375  6817.01318359375     -209.6138153076172   -2234.630859375      2018-07-27T07:02:53.021  161383.53125      -153275.328125       6774.84375           50054.15234375       
727           2018-07-28T16:54:23.021  7170.1318359375   6792.44287109375     -528.2106323242188   -2234.839111328125   2018-07-30T02:42:23.021  161256.46875      -152724.859375       13270.0068359375     50026.70703125       
728           2018-07-31T12:32:53.271  7304.7529296875   6920.32666015625     -617.5579833984375   -2255.463134765625   2018-08-01T22:18:53.270  161098.890625     -151817.0625         20056.958984375      50021.484375         
729           2018-08-03T08:06:23.270  7362.87890625     6935.0302734375      -966.5382690429688   -2276.64990234375    2018-08-04T17:53:23.270  161100.625        -150744.984375       26934.072265625      50039.14453125       
730           2018-08-06T03:40:53.270  7322.9970703125   6847.04345703125     -1271.2506103515625  -2264.552001953125   2018-08-07T13:29:23.270  161195.53125      -149490.25           33636.47265625       50052.45703125       
731           2018-08-08T23:18:53.270  7270.8056640625   6737.01416015625     -1557.6295166015625  -2247.4521484375     2018-08-10T09:08:23.270  161236.25         -147946.578125       40072.4453125        50031.3671875        
732           2018-08-11T18:58:23.270  7299.626953125    6608.72314453125     -2097.841796875      -2282.19091796875    2018-08-13T04:46:23.270  161133.9375       -145978.234375       46433.53125          49984.265625         
733           2018-08-14T14:35:53.270  7404.7939453125   6604.8046875         -2419.11181640625    -2314.179931640625   2018-08-16T00:22:23.270  160991.40625      -143619.921875       52884.70703125       49947.5625           
734           2018-08-17T10:09:53.270  7480.1806640625   6614.419921875       -2610.046630859375   -2321.681884765625   2018-08-18T19:56:23.270  160970.640625     -141020.65625        59419.375            49940.57421875       
735           2018-08-20T05:43:23.270  7444.87451171875  6462.33056640625     -2886.16357421875    -2309.65283203125    2018-08-21T15:32:53.270  161102.4375       -138336.609375       65759.515625         49926.546875         
736           2018-08-23T01:22:23.270  7360.29541015625  6286.86474609375     -3078.5224609375     -2274.198974609375   2018-08-24T11:12:23.270  161143.015625     -135442.890625       71662.796875         49867.1796875        
737           2018-08-25T21:04:23.270  7447.51123046875  6184.2158203125      -3448.953369140625   -2307.729736328125   2018-08-27T06:50:53.270  160935.875        -132004.71875        77424.3203125        49805.51171875       
738           2018-08-28T16:39:53.270  7607.365234375    6117.1826171875      -3854.973388671875   -2364.585205078125   2018-08-30T02:25:53.270  160789.5          -128183.75           83329.9921875        49782.51953125       
739           2018-08-31T12:12:23.270  7659.32763671875  5925.919921875       -4222.755859375      -2391.046875         2018-09-01T21:59:23.270  160802.796875     -124201.0390625      89182.2578125        49781.1484375        
740           2018-09-03T07:47:23.270  7630.30615234375  5874.52294921875     -4267.6201171875     -2344.986328125      2018-09-04T17:35:23.270  160869.46875      -120111.15625        94742.4140625        49761.1171875        
741           2018-09-06T03:24:53.270  7615.83984375     5570.490234375       -4626.357421875      -2359.54833984375    2018-09-07T13:13:23.270  160854.828125     -115809.9296875      99959.015625         49704.390625         
742           2018-09-08T23:03:23.270  7689.02001953125  5350.07666015625     -4977.43896484375    -2392.23828125       2018-09-10T08:50:23.270  160710.0          -111126.953125       104953.578125        49631.1640625        
743           2018-09-11T18:39:23.270  7818.447265625    5388.81494140625     -5134.06884765625    -2393.768310546875   2018-09-13T04:24:23.270  160564.390625     -106035.25           109902.640625        49586.8671875        
744           2018-09-14T14:11:23.270  7886.79931640625  5136.65673828125     -5471.46142578125    -2424.76123046875    2018-09-15T23:57:23.270  160575.921875     -100740.5078125      114798.21875         49571.5859375        
745           2018-09-17T09:44:23.270  7831.4677734375   4739.443359375       -5742.9755859375     -2426.4775390625     2018-09-18T19:33:53.270  160709.65625      -95498.5078125       119392.4921875       49528.390625         
746           2018-09-20T05:23:53.270  7786.70849609375  4404.61865234375     -5948.197265625      -2418.906494140625   2018-09-21T15:12:53.270  160659.515625     -90132.9375          123461.890625        49443.8359375        
747           2018-09-23T01:03:53.270  7931.962890625    4405.25              -6134.60888671875    -2424.1240234375     2018-09-24T10:48:53.270  160429.171875     -84251.3359375       127281.6171875       49382.38671875       
748           2018-09-25T20:36:23.269  8074.515625       3990.724609375       -6557.5693359375     -2504.037109375      2018-09-27T06:21:53.269  160331.03125      -78038.2890625       131068.8203125       49366.29296875       
749           2018-09-28T16:08:23.269  8091.50048828125  3870.294921875       -6661.12255859375    -2474.39697265625    2018-09-30T01:54:53.269  160379.8125       -71768.4453125       134664.625           49360.0              
