ORBIT NUMBER  PERIGEE TIME             PERIGEE R_GSM     PERIGEE X_GSM        PERIGEE Y_GSM        PERIGEE Z_GSM        APOGEE TIME              APOGEE R_GSM      APOGEE X_GSM         APOGEE Y_GSM         APOGEE Z_GSM         
200           2016-03-19T06:10:24.017  7855.17578125     1433.2540283203125   7683.4638671875      783.551025390625     2016-03-19T18:06:54.017  76343.9375        -14900.5595703125    -74483.8984375       -7649.78857421875    
201           2016-03-20T06:03:24.267  7860.12353515625  1467.6497802734375   7682.63720703125     777.5772094726562    2016-03-20T17:59:24.267  76339.8203125     -16112.8076171875    -74227.078125        -7647.63525390625    
202           2016-03-21T05:55:54.267  7862.671875       1763.846435546875    7621.5185546875      789.24072265625      2016-03-21T17:52:24.245  76337.7890625     -17294.966796875     -73958.90625         -7643.39013671875    
203           2016-03-22T05:48:54.245  7863.50390625     1766.320556640625    7622.69384765625     780.5997924804688    2016-03-22T17:45:24.245  76338.5078125     -18474.0703125       -73674.4375          -7638.91845703125    
204           2016-03-23T05:41:24.245  7861.4599609375   2042.385009765625    7550.216796875       790.8484497070312    2016-03-23T17:37:54.245  76342.3203125     -19676.80859375      -73366.625           -7636.19140625       
205           2016-03-24T05:34:24.245  7855.74560546875  2062.604248046875    7539.71923828125     781.6866455078125    2016-03-24T17:30:54.245  76344.7578125     -20833.873046875     -73051.0546875       -7616.68017578125    
206           2016-03-25T05:27:24.245  7853.6357421875   2095.149169921875    7529.3251953125      774.082275390625     2016-03-25T17:23:24.245  76353.9140625     -22022.7734375       -72711.453125        -7613.22265625       
207           2016-03-26T05:19:54.245  7844.37158203125  2424.405517578125    7418.54638671875     788.4110717773438    2016-03-26T17:16:24.245  76364.359375      -23174.736328125     -72364.203125        -7607.18896484375    
208           2016-03-27T05:12:54.245  7834.474609375    2515.42138671875     7378.025390625       785.09765625         2016-03-27T17:09:24.245  76374.578125      -24316.51953125      -72000.1015625       -7600.6328125        
209           2016-03-28T05:05:54.245  7825.78564453125  2643.922607421875    7323.70947265625     784.7731323242188    2016-03-28T17:02:24.222  76382.921875      -25447.669921875     -71617.765625        -7593.58203125       
210           2016-03-29T04:59:24.222  7819.71728515625  2534.490966796875    7357.8671875         765.5873413085938    2016-03-29T16:55:54.222  76387.9296875     -26541.3125          -71226.1171875       -7583.8671875        
211           2016-03-30T04:52:24.222  7816.6767578125   2714.4765625         7289.68115234375     769.8068237304688    2016-03-30T16:48:54.222  76388.6484375     -27653.16015625      -70803.46875         -7576.03564453125    
212           2016-03-31T04:45:24.222  7818.02685546875  2893.927001953125    7221.27392578125     774.5466918945312    2016-03-31T16:41:54.222  76385.0859375     -28757.6953125       -70359.0859375       -7567.98974609375    
213           2016-04-01T04:38:24.222  7823.1474609375   3052.640625          7160.8466796875      778.0098266601562    2016-04-01T16:34:54.222  76378.3203125     -29857.02734375      -69893.15625         -7559.8271484375     
214           2016-04-02T04:31:24.222  7830.236328125    3174.486083984375    7115.41259765625     778.548583984375     2016-04-02T16:27:54.222  76370.40625       -30952.873046875     -69407.0078125       -7551.60498046875    
215           2016-04-03T04:24:24.222  7836.99169921875  3252.510009765625    7087.92822265625     775.1744995117188    2016-04-03T16:20:54.222  76363.9140625     -32046.0             -68902.828125        -7543.3291015625     
216           2016-04-04T04:17:24.222  7841.40185546875  3291.798828125       7075.44287109375     767.9476928710938    2016-04-04T16:13:54.199  76361.1796875     -33135.78515625      -68383.28125         -7534.95654296875    
217           2016-04-05T04:09:54.199  7841.75537109375  3565.27685546875     6940.47998046875     782.0899658203125    2016-04-05T16:06:24.199  76363.546875      -34245.98828125      -67837.453125        -7528.869140625      
218           2016-04-06T04:02:54.199  7836.6494140625   3581.358642578125    6927.53857421875     772.1146850585938    2016-04-06T15:59:24.199  76370.90625       -35321.796875        -67292.90625         -7520.0087890625     
219           2016-04-07T03:55:54.199  7828.0859375      3619.61181640625     6898.841796875       763.757080078125     2016-04-07T15:52:24.199  76381.765625      -36386.5390625       -66736.671875        -7510.689453125      
220           2016-04-08T03:48:54.199  7817.4091796875   3694.352294921875    6847.47998046875     758.7265014648438    2016-04-08T15:45:24.199  76393.828125      -37437.9375          -66167.6328125       -7500.8076171875     
221           2016-04-09T03:41:54.199  7806.51171875     3808.673828125       6772.111328125       757.7196655273438    2016-04-09T15:38:24.199  76404.765625      -38475.03515625      -65583.953125        -7490.32177734375    
222           2016-04-10T03:34:54.199  7797.3671875      3955.330078125       6676.53955078125     760.3453369140625    2016-04-10T15:31:24.199  76412.9140625     -39498.12109375      -64983.78125         -7479.2587890625     
223           2016-04-11T03:27:54.199  7791.39306640625  4120.85693359375     6567.98681640625     765.437744140625     2016-04-11T15:24:24.199  76417.53125       -40508.1953125       -64365.81640625      -7467.6982421875     
224           2016-04-12T03:20:54.177  7789.04345703125  4290.66796875        6454.771484375       771.5455932617188    2016-04-12T15:17:24.177  76418.765625      -41506.68359375      -63729.37890625      -7455.7578125        
225           2016-04-13T03:14:24.177  7788.744140625    4214.13916015625     6507.07275390625     750.7147216796875    2016-04-13T15:10:54.177  76417.3046875     -42470.92578125      -63090.88671875      -7440.79931640625    
226           2016-04-14T03:07:24.177  7790.65234375     4361.92431640625     6410.787109375       754.7785034179688    2016-04-14T15:03:54.177  76414.2109375     -43449.8359375       -62418.453125        -7428.35546875       
227           2016-04-15T03:00:24.177  7793.7333984375   4488.41748046875     6326.435546875       756.7064819335938    2016-04-15T14:56:54.177  76410.6171875     -44419.875           -61728.953125        -7415.783203125      
228           2016-04-16T02:53:24.177  7796.80810546875  4592.83544921875     6254.935546875       756.2151489257812    2016-04-16T14:49:54.177  76407.609375      -45381.50390625      -61023.2421875       -7403.0908203125     
229           2016-04-17T02:46:24.177  7798.8798828125   4677.39892578125     6194.90869140625     753.3795166015625    2016-04-17T14:42:54.177  76406.1640625     -46334.54296875      -60302.54296875      -7390.2666015625     
230           2016-04-18T02:39:24.177  7799.18408203125  4746.72119140625     6142.92236328125     748.6109619140625    2016-04-18T14:35:54.177  76407.0546875     -47278.58984375      -59568.0234375       -7377.25927734375    
231           2016-04-19T02:32:24.154  7797.171875       4807.583984375       6093.56103515625     742.6581420898438    2016-04-19T14:28:54.154  76410.78125       -48212.94921875      -58820.84375         -7363.990234375      
232           2016-04-20T02:25:24.154  7792.5205078125   4867.82763671875     6040.29833984375     736.498779296875     2016-04-20T14:21:24.154  76417.4765625     -49158.3515625       -58043.2265625       -7353.30029296875    
233           2016-04-21T02:18:24.154  7785.08544921875  4949.7177734375      5963.97607421875     734.0518188476562    2016-04-21T14:14:54.154  76422.015625      -50035.88671875      -57295.6640625       -7344.47900390625    
234           2016-04-22T02:11:24.154  7779.56689453125  5138.45751953125     5793.2587890625      745.7020874023438    2016-04-22T14:07:54.154  76433.2265625     -50933.84765625      -56515.98046875      -7329.794921875      
235           2016-04-23T02:04:24.154  7768.67626953125  5247.2607421875      5679.8681640625      746.7802124023438    2016-04-23T14:00:54.154  76445.0234375     -51816.64453125      -55725.89453125      -7314.48779296875    
236           2016-04-24T01:57:24.154  7758.29833984375  5383.43359375        5535.69677734375     752.2600708007812    2016-04-24T13:54:24.154  76455.8046875     -52662.33203125      -54944.92578125      -7295.48486328125    
237           2016-04-25T01:50:54.154  7749.04248046875  5341.54541015625     5565.97802734375     731.7314453125       2016-04-25T13:47:24.154  76463.890625      -53511.8359375       -54131.56640625      -7278.98779296875    
238           2016-04-26T01:43:54.131  7743.41064453125  5525.337890625       5373.623046875       745.13916015625      2016-04-26T13:40:24.131  76468.0390625     -54344.26171875      -53304.07421875      -7262.07275390625    
239           2016-04-27T01:37:24.131  7741.39892578125  5516.83154296875     5381.65380859375     729.1304931640625    2016-04-27T13:33:54.131  76467.78125       -55140.97265625      -52481.921875        -7241.67919921875    
240           2016-04-28T01:30:24.131  7743.88916015625  5700.111328125       5188.78271484375     743.69580078125      2016-04-28T13:26:54.131  76463.6484375     -55943.1796875       -51622.26953125      -7224.31494140625    
241           2016-04-29T01:23:54.131  7748.69677734375  5669.61279296875     5232.05615234375     723.4492797851562    2016-04-29T13:20:24.131  76457.203125      -56714.0625          -50767.37109375      -7203.650390625      
242           2016-04-30T01:16:54.131  7754.7890625      5802.73291015625     5092.29638671875     730.452880859375     2016-04-30T13:13:24.131  76450.6171875     -57493.59375         -49875.265625        -7186.23779296875    
243           2016-05-01T01:09:54.131  7759.9765625      5903.486328125       4982.9365234375      732.4083862304688    2016-05-01T13:06:24.131  76446.2109375     -58263.5546875       -48969.26171875      -7168.82373046875    
244           2016-05-02T01:02:54.131  7762.12060546875  5978.61572265625     4896.2734375         730.1963500976562    2016-05-02T12:59:24.131  76445.7734375     -59023.8515625       -48052.0546875       -7151.32177734375    
245           2016-05-03T00:55:54.108  7760.07763671875  6040.51025390625     4817.06494140625     725.8939819335938    2016-05-03T12:52:24.108  76450.125         -59773.51953125      -47126.0             -7133.5888671875     
246           2016-05-04T00:48:54.108  7753.767578125    6103.537109375       4727.177734375       722.1763305664062    2016-05-04T12:45:24.108  76458.8359375     -60510.4375          -46193.18359375      -7115.4443359375     
247           2016-05-05T00:41:54.108  7744.173828125    6180.8447265625      4609.607421875       721.7384033203125    2016-05-05T12:38:24.108  76470.34375       -61232.15625         -45254.5390625       -7096.7265625        
248           2016-05-06T00:34:54.108  7733.2666015625   6280.126953125       4453.73046875        726.4314575195312    2016-05-06T12:31:54.108  76482.4140625     -61920.00390625      -44333.21875         -7073.82861328125    
249           2016-05-07T00:28:24.108  7722.61767578125  6239.3408203125      4496.26513671875     702.1710815429688    2016-05-07T12:24:54.108  76492.859375      -62605.7734375       -43381.11328125      -7053.673828125      
250           2016-05-08T00:21:24.108  7714.21240234375  6383.05419921875     4272.1650390625      717.1401977539062    2016-05-08T12:18:24.108  76500.1015625     -63256.58203125      -42443.59375         -7029.318359375      
251           2016-05-09T00:14:54.108  7709.11279296875  6378.5126953125      4272.630859375       699.7289428710938    2016-05-09T12:11:24.108  76503.5390625     -63904.6953125       -41471.3125          -7007.986328125      
252           2016-05-10T00:07:54.085  7707.78564453125  6531.30126953125     4029.4052734375      718.2974853515625    2016-05-10T12:04:54.085  76503.46875       -64520.24609375      -40511.23828125      -6982.70068359375    
253           2016-05-11T00:01:24.085  7708.58056640625  6525.3603515625      4043.8037109375      699.6741333007812    2016-05-11T11:57:54.085  76500.8046875     -65134.67578125      -39514.47265625      -6960.8134765625     
254           2016-05-12T23:47:54.085  7715.5029296875   6626.5654296875      3891.398193359375    688.9379272460938    2016-05-12T11:51:24.085  76496.78125       -65719.8359375       -38530.0390625       -6935.14306640625    
255           2016-05-13T23:40:54.085  7718.732421875    6725.12890625        3723.7177734375      696.7039794921875    2016-05-13T11:44:24.085  76492.65625       -66305.3046875       -37509.2265625       -6913.08349609375    
256           2016-05-14T23:33:54.085  7720.85791015625  6808.22705078125     3573.1728515625      701.5172119140625    2016-05-14T11:37:24.085  76489.5234375     -66877.0625          -36477.66796875      -6890.95751953125    
257           2016-05-15T23:26:54.085  7720.9814453125   6879.6728515625      3433.3203125         704.2501220703125    2016-05-15T11:30:24.085  76488.296875      -67435.375           -35436.5859375       -6868.7216796875     
258           2016-05-16T23:19:54.062  7718.6201171875   6944.00830078125     3295.33056640625     706.1511840820312    2016-05-16T11:23:24.085  76489.609375      -67980.1796875       -34387.2734375       -6846.26806640625    
259           2016-05-17T23:13:24.062  7713.193359375    6885.361328125       3411.116943359375    670.4109497070312    2016-05-17T11:16:54.062  76493.78125       -68498.9453125       -33356.94140625      -6819.64013671875    
260           2016-05-18T23:06:24.062  7698.31201171875  6941.14111328125     3260.816650390625    672.0430908203125    2016-05-18T11:09:54.062  76500.75          -69015.8046875       -32295.416015625     -6796.3623046875     
261           2016-05-19T22:59:24.062  7693.61962890625  7033.41357421875     3041.95556640625     685.1190795898438    2016-05-19T11:02:54.062  76512.2265625     -69509.4921875       -31252.90625         -6768.13720703125    
262           2016-05-20T22:52:54.062  7683.92041015625  7009.04296875        3079.097900390625    659.63134765625      2016-05-20T10:55:54.062  76522.796875      -69994.2734375       -30183.84765625      -6743.53466796875    
263           2016-05-21T22:45:54.062  7674.6357421875   7108.88330078125     2811.102294921875    679.3524169921875    2016-05-21T10:49:24.062  76533.25          -70450.2265625       -29138.00390625      -6714.23681640625    
264           2016-05-22T22:39:24.062  7668.0            7115.84814453125     2778.7412109375      664.4736938476562    2016-05-22T10:42:24.062  76541.84375       -70897.3828125       -28062.130859375     -6688.201171875      
265           2016-05-23T22:32:54.039  7665.40185546875  7133.77783203125     2727.936767578125    652.6619873046875    2016-05-23T10:35:54.062  76547.015625      -71313.9765625       -27008.140625        -6657.5625           
266           2016-05-24T22:26:24.039  7667.25390625     7155.384765625       2678.881591796875    640.9735107421875    2016-05-24T10:29:24.039  76547.7734375     -71710.3359375       -25947.61328125      -6626.478515625      
267           2016-05-25T22:19:24.039  7671.87353515625  7263.33642578125     2378.208740234375    667.61474609375      2016-05-25T10:22:54.039  76544.09375       -72087.1171875       -24878.712890625     -6595.14111328125    
268           2016-05-26T22:12:54.039  7679.11376953125  7269.11865234375     2389.470458984375    647.4070434570312    2016-05-26T10:15:54.039  76537.1171875     -72454.4375          -23772.8515625       -6567.8857421875     
269           2016-05-27T22:05:54.039  7686.43115234375  7344.30029296875     2168.913818359375    662.0424194335938    2016-05-27T10:09:24.039  76528.8359375     -72796.8203125       -22683.90625         -6536.52490234375    
270           2016-05-28T21:58:54.039  7692.26025390625  7401.0849609375      1986.2481689453125   670.5399780273438    2016-05-28T10:02:24.039  76521.4921875     -73132.8203125       -21558.23828125      -6509.421875         
271           2016-05-29T21:52:24.039  7694.17236328125  7373.12353515625     2106.49609375        632.467041015625     2016-05-29T09:55:24.039  76517.0859375     -73455.171875        -20425.025390625     -6482.34228515625    
272           2016-05-30T21:45:24.016  7691.966796875    7412.75146484375     1952.873291015625    635.4180908203125    2016-05-30T09:48:54.039  76516.84375       -73757.5546875       -19314.1640625       -6450.84814453125    
273           2016-05-31T21:38:24.016  7686.1591796875   7448.9775390625      1783.190185546875    640.3283081054688    2016-05-31T09:41:54.016  76520.953125      -74053.6171875       -18173.05078125      -6423.29736328125    
274           2016-06-01T21:31:24.016  7678.1455078125   7485.5126953125      1580.6832275390625   649.971923828125     2016-06-01T09:34:54.016  76528.609375      -74334.796875        -17031.392578125     -6395.220703125      
275           2016-06-02T21:24:54.016  7669.2451171875   7470.36865234375     1619.8040771484375   622.2114868164062    2016-06-02T09:27:54.016  76538.171875      -74599.28125         -15890.482421875     -6366.44873046875    
276           2016-06-03T21:17:54.016  7661.3544921875   7516.326171875       1336.3218994140625   644.5388793945312    2016-06-03T09:21:24.016  76547.625         -74840.0390625       -14778.5712890625    -6332.48681640625    
277           2016-06-04T21:11:24.266  7655.75634765625  7516.7568359375      1309.80859375        627.1953125          2016-06-04T09:14:54.016  76555.015625      -75061.4453125       -13667.07421875      -6297.68408203125    
278           2016-06-05T21:04:54.266  7653.90625        7523.2109375         1268.3233642578125   612.3211059570312    2016-06-05T09:07:54.266  76559.0390625     -75266.8515625       -12526.64453125      -6266.6064453125     
279           2016-06-06T20:57:54.243  7655.70556640625  7569.89404296875     945.61767578125      642.1414794921875    2016-06-06T09:01:24.266  76559.2265625     -75447.1796875       -11411.2626953125    -6230.59521484375    
280           2016-06-07T20:51:24.243  7659.2626953125   7577.14453125        928.344482421875     623.9864501953125    2016-06-07T08:54:54.243  76555.984375      -75607.7265625       -10291.794921875     -6194.27001953125    
281           2016-06-08T20:44:54.243  7665.1259765625   7583.5146484375      939.7861938476562    601.0496826171875    2016-06-08T08:47:54.243  76550.328125      -75752.6171875       -9138.9140625        -6162.37548828125    
282           2016-06-09T20:37:54.243  7671.1162109375   7614.33251953125     696.3599853515625    618.908447265625     2016-06-09T08:41:24.243  76543.609375      -75876.5703125       -8008.9150390625     -6125.876953125      
283           2016-06-10T20:31:24.243  7677.03369140625  7615.923828125       769.2174682617188    585.541748046875     2016-06-10T08:34:24.243  76537.125         -75986.3828125       -6845.69580078125    -6093.9931640625     
284           2016-06-11T20:24:24.243  7680.2919921875   7635.35546875        578.5162963867188    594.5972290039062    2016-06-11T08:27:54.243  76532.0078125     -76078.1796875       -5706.6796875        -6057.41357421875    
285           2016-06-12T20:17:24.243  7681.576171875    7647.46240234375     401.9443359375       601.1387329101562    2016-06-12T08:20:54.243  76529.109375      -76156.5625          -4536.32666015625    -6025.35888671875    
286           2016-06-13T20:10:24.220  7680.43603515625  7653.00537109375     228.45713806152344   606.9686889648438    2016-06-13T08:13:54.243  76528.9375        -76219.7109375       -3364.30322265625    -5993.04638671875    
287           2016-06-14T20:03:24.220  7676.943359375    7652.20751953125     46.63429641723633    614.0131225585938    2016-06-14T08:06:54.220  76531.640625      -76267.703125        -2192.059814453125   -5960.318359375      
288           2016-06-15T19:56:54.220  7669.5478515625   7646.7177734375      136.17242431640625   575.4359130859375    2016-06-15T07:59:54.220  76536.9921875     -76300.3203125       -1021.265380859375   -5927.0146484375     
289           2016-06-16T19:49:54.220  7663.560546875    7640.67236328125     -73.99725341796875   587.20263671875      2016-06-16T07:53:24.220  76543.609375      -76316.984375        113.9514389038086    -5884.66064453125    
290           2016-06-17T19:43:24.220  7656.77099609375  7636.044921875       -55.5850944519043    560.23876953125      2016-06-17T07:46:24.220  76551.9765625     -76317.3515625       1278.72216796875     -5850.78125          
291           2016-06-18T19:36:24.220  7650.67822265625  7619.36474609375     -362.6898498535156   588.7456665039062    2016-06-18T07:39:54.220  76559.25          -76300.40625         2410.062744140625    -5810.22119140625    
292           2016-06-19T19:29:54.220  7647.9736328125   7615.32861328125     -411.5056457519531   573.5223388671875    2016-06-19T07:33:24.220  76563.9921875     -76264.3671875       3537.036376953125    -5768.89111328125    
293           2016-06-20T19:23:24.197  7649.6689453125   7614.51513671875     -471.78399658203125  560.3685302734375    2016-06-20T07:26:24.220  76564.6875        -76205.7109375       4689.01708984375     -5731.9326171875     
294           2016-06-21T19:16:54.197  7655.88916015625  7618.77880859375     -519.3831787109375   545.0630493164062    2016-06-21T07:19:54.197  76560.6484375     -76127.4375          5811.41796875        -5689.708984375      
295           2016-06-22T19:09:54.196  7664.65771484375  7599.24365234375     -817.8729248046875   574.0689086914062    2016-06-22T07:13:24.197  76552.3984375     -76028.1953125       6934.7373046875      -5647.39697265625    
296           2016-06-23T19:03:24.196  7675.0703125      7615.71728515625     -782.0375366210938   544.0245361328125    2016-06-23T07:06:24.196  76541.5703125     -75905.9140625       8088.8369140625      -5610.234375         
297           2016-06-24T18:56:24.196  7684.1845703125   7600.9501953125      -981.5716552734375   555.6687622070312    2016-06-24T06:59:54.196  76530.53125       -75769.0390625       9217.939453125       -5568.197265625      
298           2016-06-25T18:49:24.196  7690.79248046875  7584.837890625       -1142.18994140625    560.2803955078125    2016-06-25T06:52:54.196  76521.5625        -75612.5234375       10377.7939453125     -5531.38916015625    
299           2016-06-26T18:42:24.196  7693.6494140625   7565.19775390625     -1282.634765625      561.1362915039062    2016-06-26T06:45:54.196  76516.28125       -75441.4765625       11538.380859375      -5494.58984375       
300           2016-06-27T18:35:24.173  7692.73095703125  7538.8994140625      -1423.80078125       562.0475463867188    2016-06-27T06:38:54.196  76515.2890625     -75256.78125         12697.3154296875     -5457.58154296875    
301           2016-06-28T18:28:24.173  7688.96923828125  7502.873046875       -1583.1591796875     566.3462524414062    2016-06-28T06:31:54.173  76518.171875      -75058.4375          13852.20703125       -5420.12890625       
302           2016-06-29T18:21:54.173  7682.80615234375  7518.02783203125     -1493.30859375       524.2083740234375    2016-06-29T06:25:24.173  76523.7890625     -74851.7265625       14973.302734375      -5376.79345703125    
303           2016-06-30T18:14:54.173  7676.95654296875  7462.56103515625     -1718.490966796875   540.960205078125     2016-06-30T06:18:24.173  76530.3671875     -74623.8515625       16114.7841796875     -5337.88525390625    
304           2016-07-01T18:08:24.173  7672.908203125    7465.62060546875     -1696.14990234375    510.9879455566406    2016-07-01T06:11:24.173  76536.109375      -74378.78125         17248.287109375      -5298.1455078125     
305           2016-07-02T18:01:24.173  7671.318359375    7393.888671875       -1972.267333984375   538.2349853515625    2016-07-02T06:04:54.173  76539.4609375     -74122.1953125       18346.740234375      -5252.3193359375     
306           2016-07-03T17:54:54.173  7672.87255859375  7395.9326171875      -1977.264404296875   513.4036865234375    2016-07-03T05:57:54.173  76539.4296875     -73839.0625          19465.892578125      -5211.21875          
307           2016-07-04T17:47:54.150  7678.2607421875   7321.96826171875     -2247.73681640625    540.5118408203125    2016-07-04T05:51:24.173  76535.7890625     -73543.484375        20552.693359375      -5164.36376953125    
308           2016-07-05T17:41:24.150  7684.95703125     7339.23876953125     -2221.437744140625   509.2700500488281    2016-07-05T05:44:54.150  76529.0234375     -73228.3671875       21635.865234375      -5117.3154296875     
309           2016-07-06T17:34:24.150  7693.81396484375  7278.671875          -2436.9951171875     526.087158203125     2016-07-06T05:37:54.150  76520.234375      -72885.671875        22743.41796875       -5075.70654296875    
310           2016-07-07T17:27:54.150  7702.53271484375  7319.78125           -2348.994384765625   481.694580078125     2016-07-07T05:30:54.150  76510.7109375     -72524.34375         23848.8046875        -5034.216796875      
311           2016-07-08T17:20:54.150  7709.8564453125   7276.58642578125     -2501.4345703125     485.79339599609375   2016-07-08T05:23:54.150  76501.796875      -72145.6328125       24952.021484375      -4992.83642578125    
312           2016-07-09T17:13:54.150  7715.3759765625   7236.99658203125     -2630.119140625      485.1605224609375    2016-07-09T05:17:24.150  76494.6171875     -71760.765625        26026.06640625       -4945.9248046875     
313           2016-07-10T17:06:54.150  7718.412109375    7197.7568359375      -2744.835205078125   481.73370361328125   2016-07-10T05:10:24.150  76489.9453125     -71351.171875        27123.216796875      -4904.40673828125    
314           2016-07-11T16:59:54.127  7718.7177734375   7154.6103515625      -2856.884765625      477.8633728027344    2016-07-11T05:03:24.150  76488.1953125     -70927.2734375       28215.60546875       -4862.5830078125     
315           2016-07-12T16:52:54.127  7716.453125       7103.00048828125     -2977.3330078125     475.9465026855469    2016-07-12T04:56:24.127  76489.3359375     -70489.6875          29301.65234375       -4820.26123046875    
316           2016-07-13T16:45:54.127  7712.244140625    7038.04345703125     -3117.00830078125    478.4447326660156    2016-07-13T04:49:24.127  76493.015625      -70038.578125        30380.1875           -4777.291015625      
317           2016-07-14T16:38:54.127  7707.3193359375   6955.46435546875     -3284.314453125      487.4021301269531    2016-07-14T04:42:24.127  76498.28125       -69573.78125         31449.486328125      -4733.52685546875    
318           2016-07-15T16:32:24.127  7702.955078125    6979.666015625       -3227.99267578125    447.034912109375     2016-07-15T04:35:24.127  76503.84375       -69094.6328125       32508.208984375      -4688.916015625      
319           2016-07-16T16:25:24.127  7700.18603515625  6863.1904296875      -3459.449951171875   470.8366394042969    2016-07-16T04:28:54.127  76508.0546875     -68612.71875         33530.1328125        -4637.74462890625    
320           2016-07-17T16:18:54.127  7701.4794921875   6867.07958984375     -3458.39013671875    442.1947326660156    2016-07-17T04:21:54.127  76509.171875      -68101.28125         34565.65625          -4591.642578125      
321           2016-07-18T16:11:54.103  7707.060546875    6737.55810546875     -3712.311279296875   472.0585632324219    2016-07-18T04:15:24.127  76505.859375      -67584.4140625       35565.2734375        -4539.3232421875     
322           2016-07-19T16:05:24.103  7716.54638671875  6758.70263671875     -3697.55078125       439.4740905761719    2016-07-19T04:08:24.103  76497.75          -67034.1171875       36580.7109375        -4492.712890625      
323           2016-07-20T15:58:24.103  7728.79541015625  6661.67724609375     -3892.09423828125    455.9969482421875    2016-07-20T04:01:54.103  76485.7734375     -66477.4296875       37564.703125         -4440.39794921875    
324           2016-07-21T15:51:24.103  7741.52685546875  6588.8369140625      -4038.020263671875   461.36871337890625   2016-07-21T03:54:54.103  76472.0859375     -65887.3671875       38568.4375           -4394.30859375       
325           2016-07-22T15:44:24.103  7752.01318359375  6537.935546875       -4140.140625         456.449462890625     2016-07-22T03:47:54.103  76459.3125        -65279.75390625      39568.55078125       -4348.5888671875     
326           2016-07-23T15:37:24.103  7758.7685546875   6500.06982421875     -4213.0625           444.6166076660156    2016-07-23T03:40:54.103  76449.6953125     -64657.15625         40564.65625          -4303.103515625      
327           2016-07-24T15:30:24.103  7761.4970703125   6463.35107421875     -4275.587890625      430.44305419921875   2016-07-24T03:33:54.103  76444.453125      -64021.86328125      41555.12109375       -4257.60498046875    
328           2016-07-25T15:23:24.103  7760.732421875    6416.57861328125     -4345.28125          418.3505859375       2016-07-25T03:26:54.103  76443.5859375     -63375.2109375       42537.80859375       -4211.81005859375    
329           2016-07-26T15:16:24.080  7757.5673828125   6351.501953125       -4434.9482421875     411.70074462890625   2016-07-26T03:19:54.080  76446.125         -62717.6640625       43510.3828125        -4165.46728515625    
330           2016-07-27T15:09:24.080  7750.31005859375  6274.2783203125      -4531.5537109375     407.1272277832031    2016-07-27T03:12:54.080  76450.5           -62048.8515625       44470.86328125       -4118.38818359375    
331           2016-07-28T15:02:24.080  7750.60400390625  6158.60400390625     -4687.03466796875    418.5251770019531    2016-07-28T03:05:54.080  76456.2890625     -61372.59765625      45414.109375         -4065.4150390625     
332           2016-07-29T14:55:24.080  7749.72509765625  6031.54833984375     -4846.86083984375    431.9853820800781    2016-07-29T02:58:54.080  76457.5859375     -60675.66796875      46347.30078125       -4018.9951171875     
333           2016-07-30T14:48:54.080  7750.70849609375  6074.89453125        -4797.7861328125     387.79071044921875   2016-07-30T02:52:24.080  76457.84375       -59983.7890625       47244.42578125       -3963.578857421875   
334           2016-07-31T14:41:54.080  7755.17041015625  5940.4111328125      -4968.95849609375    404.5074768066406    2016-07-31T02:45:24.080  76454.84375       -59258.34765625      48150.52734375       -3913.90966796875    
335           2016-08-01T14:34:54.080  7762.83203125     5813.2333984375      -5127.65576171875    418.3542785644531    2016-08-01T02:38:24.080  76448.6171875     -58515.99609375      49044.24609375       -3864.08837890625    
336           2016-08-02T14:28:24.057  7771.59423828125  5890.47900390625     -5056.33154296875    365.2933654785156    2016-08-02T02:31:24.057  76439.8046875     -57756.39453125      49926.890625         -3814.331298828125   
337           2016-08-03T14:21:24.057  7781.419921875    5801.04443359375     -5173.376953125      366.81329345703125   2016-08-03T02:24:54.057  76429.453125      -56998.984375        50778.44140625       -3758.482666015625   
338           2016-08-04T14:14:24.057  7791.04296875     5731.44482421875     -5265.021484375      361.15869140625      2016-08-04T02:17:54.057  76418.84375       -56206.671875        51641.96484375       -3709.14208984375    
339           2016-08-05T14:07:24.057  7799.38134765625  5678.9833984375      -5334.56640625       349.14404296875      2016-08-05T02:10:54.057  76409.265625      -55399.3203125       52496.62109375       -3660.008056640625   
340           2016-08-06T13:59:54.057  7805.53564453125  5437.3369140625      -5586.21240234375    394.9454650878906    2016-08-06T02:03:24.057  76401.7578125     -54558.1796875       53362.4296875        -3617.312255859375   
341           2016-08-07T13:52:54.057  7808.3310546875   5397.9130859375      -5629.46435546875    376.42291259765625   2016-08-07T01:56:24.057  76397.0390625     -53724.50390625      54198.2734375        -3568.163818359375   
342           2016-08-08T13:45:54.057  7808.5546875      5353.2314453125      -5673.43701171875    358.52960205078125   2016-08-08T01:49:24.057  76395.390625      -52879.5390625       55023.890625         -3518.689697265625   
343           2016-08-09T13:38:54.033  7806.4853515625   5294.03125           -5726.77880859375    344.16949462890625   2016-08-09T01:42:24.033  76396.6796875     -52024.375           55838.0234375        -3468.69580078125    
344           2016-08-10T13:31:54.033  7802.74462890625  5212.4599609375      -5796.5751953125     335.85015869140625   2016-08-10T01:35:24.033  76400.234375      -51159.75            56639.1484375        -3417.99365234375    
345           2016-08-11T13:24:54.033  7798.42529296875  5102.35009765625     -5888.0263671875     335.5713195800781    2016-08-11T01:28:24.033  76405.046875      -50285.91796875      57425.81640625       -3366.494140625      
